label,tweet
0,@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired
0,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj
0,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns
1,@AmericanAir thanks
0,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.
0,@united thank you for 7 hrs at terminal D in Dulles airport http://t.co/IG2dgctt2M
1,@JetBlue thanks so much!! ❤️✨ very relaxing flight!
0,"@americanair Can you tell me where my luggage is? I was on flight 1644 SNA to DFW and my flight to MKE was Cancelled Flightled, so got rebooked to ORD"
1,"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb"
1,@united awesome thank you very much for the help
0,@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir
0,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight"
0,@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?
0,"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers."
0,@united customer service has no solution and now we might miss a show because of them
0,@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.
0,@JetBlue still waiting for bags from flight 26. It landed an hour ago.
1,@AmericanAir thanks. They did not charge anything in the end so all is good.
0,@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer
0,@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks
0,@USAirways nope not yet...
0,@USAirways You won't give us a hotel or food. Can you at least suggestion options for making it to the metro city I have a ticket to?
0,@united or how about next time my bag is underweight you guys credit me $200. Or how about I take my business to an airline that cares.
0,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR
0,@SouthwestAir do you do auto callbacks so I don't have to wait on hold?
0,@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through
0,"@AmericanAir yes but you are still human I hope, dealing with all the horror stories people share... I complained to DOT. Everyone should"
0,Well lets see.  You could pay for my Negroni with bitcoin. @JetBlue
0,@USAirways forgetting to fuel up? Realizing there was more cargo to add to plane? One way to try and mask a delay.
0,@USAirways i understand that but i should still be able to view my reservation online....
0,"Lines may be extra long or security slow, but seems your employees too quick to blame customers who don't arrive 3-4 hours ahead @JetBlue"
0,"@jetblue having trouble signing in to TrueBlue today, despite right credentials. getting ""We are not able to sign you in"" msg."
0,"@united So publicly you asked for details on my flt. Sent you a DM, like you asked, and have yet (2 days) to hear from you. #unitedfail"
0,@AmericanAir my flight 1337 is Cancelled Flightled.  Can you let me know what my new flight info is?
0,@SouthwestAir Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out
0,@JetBlue - Definitely no note from whoever stole from me.
0,@united the refund team is far from customer care courtesy they need training on work ethics. So it's like sir u r lying how can I help
0,@AmericanAir that doesn't really answer my question. Maybe if I provide more details you can give me clarification...
0,"@SouthwestAir worst air line ever, you have no compassion of the handicapped"
0,@AmericanAir  You can't get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck
1,"@JetBlue awesome, thanks! on hold now."
0,@USAirways I tried speaking to multiple people at your reservations desk after 30 min on hold. #waivethefee #poorcustomerservice #Neptune
0,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?
0,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?"
0,@SouthwestAir I need updates on my flights 464 &amp; 3574. I have been on hold for over 2 hours.
0,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
0,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?
1,@usairways Thanks to Kevin and team at F38ish at PHL for some great service recovery tonight. Appreciate it.
0,"@USAirways It says to call. Before connecting, get song, dance about weather. Weather bad 3 days? Called for 2 days before. #wasteoftime"
0,@AmericanAir this is unbelievable and unacceptable. Flight #293. JFK. Everyone at the gate is upset as most of us have been here all day.
0,@AmericanAir wow @AmericanAir still screw n stuff up
1,@SouthwestAir yes I was everything worked out great
0,@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor
1,@JetBlue he just went above and beyond to be helpful
0,@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.
1,@SouthwestAir yes please
1,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!"
0,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.
0,@USAirways yesterday we were delayed for SIX hours w/lil to NO explanation we paid LOTS of $$ 2 fly w/u &amp; this is how u treat ur customers?
0,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
0,@USAirways I paid for my ticket on @PayPal on the 13th and it still says pending. Is that normal? I just want the money out of my account.
0,@USAirways  really u gave 6 scotch on the rocks to an out of control drunk and would not let my sister change seats when he was grouping her
0,@USAirways i have been trying ALL WEEK to book a multi city award trip (can't book online) I'm told to call back some other time. What?!?
0,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh
0,@JetBlue Are there issues with the mobile boarding passes? My app keeps crashing when I try accessing. Thanks!
0,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst
0,"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22"
0,@USAirways you guys straight up suck ass
0,@united 3 hour delay plus a jetway that won't move. This biz traveler is never flying u again!
0,@united free hotel doesn't make up for such poor customer service and disregard
0,@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.
0,"@AmericanAir that's the one. My original arrival time was 10:14am, after all said and done I may be there by 9:19pm central. Not impressed."
1,@AmericanAir Got my bags this morning! Thanks!
0,@AmericanAir My wife &amp; infant daughter are on AA3195 ABI-DFW. En route but delayed. Can y’all hold AA1458 to RDU so they can connect?
0,@united another week has passed and I hoped that I would have had a response by now
1,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
0,@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.
0,"@USAirways delayed in philly since 130, sitting onTarmac since 8pm flight 1881 plz contact donaldaroberts1@gmail.com"
0,@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?
0,@USAirways Was told it was a software bug. Told to call back this AM  Now your system is too busy to handle any calls this AM.  Clown shoes.
0,@SouthwestAir Received email w/reso's to my email that isn't associated to SWA account I own with CC info for my sister. #FRAUD please DM me
0,@USAirways today's flight to Philadelphia.  It's a little disappointing for the unnecessary delays and it's not even snowing in FL.
0,"@united as a 1k, I'm always hoping for improvement."
0,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice
0,"@USAirways is struggling. had me on hold for 25 minutes, kicked me back to the start, then said they couldnt handle the amount of calls"
0,.@USAirways I rebooked myself - but Cancelled Flighting flight because crew expired after boarding is unacceptable. You started delaying at 1:30pm.
0,@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.
0,@americanair Help!  I need to speak to a live agent before I lose my online reservation being held.
0,@USAirways why load us on the flight if the captain was over the hours he could fly in one consecutive period? Unacceptable.
0,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!
1,@SouthwestAir thanks for the follow up. So glad to get my bag back.
0,@united I think you guys had a half full flight at 4 so you held our overbooked 3pm flight to fill the other one then Cancelled Flightled mine
0,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword
0,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou
0,@JetBlue we need an ETA please
0,@united can you not see the thread?
0,@AmericanAir thank you Mr Parker for screwing over chairman preferred when we fly AA. No #firstclass option and treated like crap by staff
0,"@united how much longer will it take? It a guitar, not a royal commission!"
0,@united landed at 9:40pm and have been standing waiting for bags that were loaded plane side..why isn't the crew here#tiredcustomer
0,@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.
1,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
0,@united I'm afraid not... I fly or service every week and I'm just unhappy..spend too much money to be unhappy
0,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,"
0,"@SouthwestAir not as sorry as I was when I sat on a plane for 3 hours waiting for the engine to be fixed and THEN got my luggage lost, but k"
0,"@USAirways I absolutely knew you would try to blame weather to deny us vouchers in Phoenix. Totally false, was a crew issue."
0,@united. DAY to IAD and CVG to IAD both Cancelled Flightled by United but all other airlines operating. Friend stuck and now miss intl flight. Help?
1,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
0,@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable
0,@USAirways enormous lines at customer service and two agents what kind of service is that .. http://t.co/ffanixJhwh
0,@USAirways phone support rebooked but orig flt was Late Flight. Made it!
0,@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??
0,@AmericanAir just sad that even after spending so much on tickets all I wanted was for my wife to still go with her sister and no help
0,@AmericanAir overbooked business class from Mia to uvf - after being in the correct seat we were moved back to economy on our special day
0,"@USAirways Already planning my local boycott for Washington, D.C. Area."
0,"@AmericanAir, I've been booked on the wrong flight! And now PE desk has a wait of more than 2 hours?!"
0,@USAirways freaking out about the fact you are fixing the engine from Charlotte to Orlando. #longday
0,"@USAirways trying to check in online for a flight tomorrow.  Tried computer, tablet, and phone.  got error message on all devices?"
0,"@USAirways Said only way to get on plane about to leave that would make my connection was a $75 fee. Instead of earlier, I am now Late Flightr!"
0,"@USAirways Why is my ""first available"" flight for me now Tuesday but a flight today  that is ""booked ""#flt 755 available to buy online?"
0,@AmericanAir  Did you guys just give up helping people? Your phone tree just hangs up on me and I have a flight tomorrow. Connection pending
0,"@AmericanAir Thx, someone picked up after 45 minutes"
0,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr
1,@AmericanAir got another flight. Thanks you
0,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired
1,@SouthwestAir Awwweesssooomee!
0,@united I'm rebooked. Getting home 4 hours Late Flightr then planned. What are the chances I'll ever see my bag again? #unhappytraveler
0,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy)
0,@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡
1,"@AmericanAir sure, thank you!"
0,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail
0,@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger
0,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!
0,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH
0,@united you think you boarded flight AU1066 too early? I think so.
0,@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel
0,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage"
0,"@united thanks for trying to take my money without notice. In any other industry, you Cancelled Flight a service, a refund is issued. Cont…"
0,@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.
0,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l
0,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable
1,@SouthwestAir @FortuneMagazine well deserved!
0,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
0,@JetBlue were boarding now I'm really not impressed. I've learnt a very valuable lesson .
1,"Cool! ""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”"
0,@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting
1,@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.
1,@SouthwestAir thank you :-)
1,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
0,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.
0,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us
0,@USAirways has the WORST customer service and their flights are always delayed
1,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying"
0,"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!"
0,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?
0,"@AmericanAir @united wrote back saying 'it's been a challenging week...that's for sure"" - no shit."
0,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum"
0,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr
1,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
1,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
0,@united I am not digging the new mileage earning plan. I would earn about 1/3 of the miles I do now. Any changes to the award ticket prices?
1,@USAirways YOU ARE THE BEST AIRWAYS!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏
0,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare."
1,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
0,@usairways missed flight connection due to flight attendant delay. Yet no voucher on your part? #fail
0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care
0,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff"
0,@USAirways your team was just terrifyingly rude to a young mother &amp; her baby trying to check in to a flight from PHX to JWA. Help her out.
0,"@USAirways sorry, I meant flight 4420, which was supposed to depart at 5:00, now says 6:30. What is the issue?"
0,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
0,@USAirways little help to us! My husband has been on hold for an hour for something that take 5 minutes to complete.
0,@USAirways please respond to me. I've been on hold on the reservations line for an hour and 45 minutes. I would really appreciate it.
0,@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines
0,@AmericanAir it's been almost 3 days and it's still frozen. Thanks doll 😘😑
0,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane
1,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.
0,@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography
1,"@AmericanAir Joanna is wonderful, new flight booked by a very friendly and helpful agent during a very stressful day! Thank You!"
0,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis."
0,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
0,@united and that plane was staying overnight at the next airport - ROC. U can make up 10 min in air but instead of waiting u leave EARLY
0,@united is the worst airline in the world.
0,@SouthwestAir - 800 is not int'l friendly
0,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.
0,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!
1,@SouthwestAir looking forward to the beats music available on my flight today. That's pretty cool.
0,"@USAirways  flight missed due to mech issue. No food voucher, transported to different airport, no rental reimbursement 😡"
0,@SouthwestAir on hold for 45 mins. Anyone hv a connection at SW or at another airline to get from CHI n Columbus to EWR in am?
0,@united My credit card was charged on the transaction when I was told it would not be. If the charge goes through I will be contacting you.
0,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.
0,@AmericanAir now a delay to the rebooked flight?!
1,@united I wanna be grand staff
0,@USAirways you denied a mom her AM flight because she NEEDED her breast pumping parts on a full flight? Please FIX this ASAP!! #freeflight
0,@united I'm so frustrated and nervous because of this.
1,"@USAirways Thank you, busy times."
0,@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.
0,@AmericanAir you've got to be kidding. Look at the pictures.  I'm hoping it's on the flight that just came in. The whole story is 2 much
0,@SouthwestAir 40 minutes still haven't talked to one person #shocking phone is gonna died before I talk to anyone http://t.co/iWoiGRLHXb
0,@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing
0,@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply
0,"@SouthwestAir , please explain to me why every other flight to Dallas is going out today except the 6:35 pm?????"
0,@JetBlue Not helping since there's a bunch of us trying to get off at the same time.
0,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!
0,@JetBlue i am sharing it to the public. I fly 20 times a year and sitting now on the tarmac in fll. Your staff is the worst i ever met.
0,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!"
0,@AmericanAir just wow Regina just told me I can't file or request a lost bag statement until I finish my travel.  So until I get to DC argg
1,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks
0,@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup
1,"@united thank you.
It's my daughters 13th bd party w/proj. weather cond, it doesn't look promising.
Please assist with earlier flts to Cmh?"
1,"@SouthwestAir is really stepping up their ""service""🐩 http://t.co/VQTyza6Mzu"
0,"@JetBlue Sent an email more than 24 hours ago asking a few questions, still no response. Need answers before (hopefully) Flight Booking Problems flight..."
0,"@AmericanAir @CAexhibitions Sorry in, like, a general way? Or sorry that incompetence/understaffing is compounding weather issues?"
0,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough."""
0,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife
1,@united went to Customer Service kiosk and they were able to help out! Still thanks for following up!
0,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?"
1,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
0,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
0,"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too."
0,"@AmericanAir way to ruin a vacation, my brother has called all night and had multiple places in line only to get dead air on call back"
0,@SouthwestAir luxury! Only 40 people on this flight. I'm going to get spoiled.
0,@SouthwestAir we didn't nothing was ruined just wet. Just frustrating when after traveling for 12 hours you can't change into clean clothes
0,"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude."
1,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
1,@USAirways made it! Just! Huge relief - thanks for your help!
0,@united. ..I received on other flights. #united  truly breaks guitars. #unitedbreaksguitars #wantmymoneyback
0,@JetBlue where exactly can I leave a note
0,@united Why was flight 1180 EWR to MCO Cancelled Flightled for tomorrow and what do I do to rebook. Asking for a relative.
0,@AmericanAir thx for nothing on getting us out of the country and back to US. Broken plane? Come on. Get another one.
0,@USAirways you're killing me sche a flight to board 3 min after mine arrived with gate on other side of airport #genious
1,@USAirways thanks for getting me rescheduled on a direct flight to NOLA tonight in 10 minutes--and hopefully an hour earlier getting there!
0,@JetBlue apparently the plane was delayed coming up from San Juan. Monsoon there today?
0,@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?
0,@JetBlue no. Please stop.
0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?"
0,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards
0,"@united wasn't trying to Cancelled Flight, just trying to change my award ticket, same date and place, but thanks for sending the link, I know the fee"
0,@USAirways I tried reaching out to you guys I'm running out time and patience I just want my flight to be honor and I want a confirmation!
0,@united Case ID 8544484
0,@JetBlue also not have food available even for purchase is quite shocking since this is a 5 hour international flight.
0,@USAirways @AmericanAir you make Spirit look like the gem of air travel. You haven't handle this winter storm very well...
1,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
1,"@VirginAmerica Thanks so much for the awesome support, you guys rock!"
0,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire
0,"@USAirways @AmericanAir me after arriving at 8:41am for a flight scheduled to depart at 8:57am. doors closed, no agents"
0,@AmericanAir when will tomorrow's flight Cancelled Flightlations at Dfw for AA flights be posted? We are on 2424 at 7am from LAX!
0,"@SouthwestAir cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies"""
0,@AmericanAir you guys fail again.. all I need to do is use my voucher for a ticket but I can't do it online #yourphonesystemsucks
0,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA
0,@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land
0,@USAirways - who do I call to use credit fm. prev. cxl tix that can't be rebooked online?Rep I called quoted me $1k higher than the website.
0,@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.
0,@USAirways well I thought they had hours ago but just found out that no I do not have a seat
0,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made
0,@united So you are inadequate by accident?
0,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?
0,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable."
1,@united that would be great
0,"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not"
0,@AmericanAir I need a flight out tonight. Isn't there anything else?
0,@SouthwestAir when and why was flight 4471 from MSP Cancelled Flighted this AM?
0,@sarahpompei don't bother wasting your time!  @USAirways will send u a form letter &amp; let u choose a gift certificate. #worstcustomerservice
0,@JetBlue 2nd time flying jetblue this year and my armrest TV controller doesn't work agian!!and that's the main reason I fly jetblue 😔😓😤
0,@SouthwestAir So frustrated with my experience with #Southwest. 18 hours trapped in Denver bc of mechanical problems. #worstcustomerservice
0,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website
1,@SouthwestAir your employees were great!
0,"@USAirways ruined our honeymoon by causing us to miss our international flight, and now we are stranded."
0,@united this happens all the time.  United pilots are always in the exit row.  America treats there customers better than their employees.
1,@VirginAmerica sounds like fun !
0,@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.
1,@SouthwestAir Your crew on 3138 is doing a great job of keeping everyone informed during the delays #givethemraises
0,@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(
0,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.
0,@USAirways this is got to be the worst service I've ever seen with an airline. 3 Cancelled Flightled flights. Rude employees. Currently flight delayed
0,@JetBlue does not fit in 140
0,@SouthwestAir There's nothing I love more than being on hold for over an hour http://t.co/LIQWoblFbT
0,@SouthwestAir your app isnt working and i take off in like two hours help
0,@USAirways well this is about as worthless as your regular service.  A bunch of do nothings and idiots. #sucks
0,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting
0,"@AmericanAir if my flight gets Cancelled Flightled i should be able to reschedule to any date i want, not the next day or 2 days after"
1,@united I am - thank you!
0,@USAirways there's over 50 people in line and only one agent!
0,@USAirways would be less annoying if road conditions weren't getting worse with every min U keep passengers captive for no good reason.
0,"@AmericanAir been waiting in line for over an hour in San Antonio, barely moved &amp; only two agents. 30 in front of me &amp; at least 40 behind."
1,@USAirways yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/JhXWMuTx4G
0,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but..."
0,@SouthwestAir give us some more clever advertising about #bagsflyfree is that because #badpolicy allows you to #cheatcustomers
0,"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF"
0,@JetBlue as a customer it feels like i should stick to airlines other than jet blue. I travel for my work for past 5 years never seen $70
0,@AmericanAir you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?
0,@SouthwestAir why can't i reschedule my flight online?
1,@AmericanAir @beantownmatty Sounds like a date!
0,@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice.
0,@AmericanAir. All I get is an automated system that hangs up on me. I finally get a message that some will call me back in 2 hours.
0,@united Yeah that didn't happen!
1,@JetBlue Thank you!
1,@USAirways I made it- thx.
1,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
1,@AmericanAir thanks for the info Is there a number I can call to speak to a person? It's going to take an hour to type it out
0,@JetBlue thank you for not even coming with a solution. Great service I might say...as a TrueBlue member I am totally dissatisfied...thanks
0,@AmericanAir what happened?? We didn't get a notification about a departure Cancelled Flightation tomorrow. Why will it take 2 hrs to talk to someone
0,@SouthwestAir reviewing your oversize policy. Hardcase golfbags are free if under weight. How do we add guitars and instruments to the list?
0,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
0,@united Why do I have to give up my leg room so these 4 people (not in my row) can fill the bin?  Pls start charging. http://t.co/2nY5TuXFqf
0,@USAirways no word on delay reasons @LGB but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?
0,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks."
0,@JetBlue just called that number and left message. Are you at to pass along message to team too?
0,@JetBlue keeps asking me to enter a valid email address. My info is saved and has worked hundreds of times before
0,@united MIA-EWR #384 😄😄😄 excellent crew. EWR-IAD #3589 😡😡😡 No crew to load bags - waiting w/ door open freezing. 20 mins past departure.
1,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
0,"@SouthwestAir well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore."
0,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?
0,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac
0,@United is offering to reroute my SFO flight to LAX. Might be geography class time.
0,"@AmericanAir 719. Looks like we are about to get going, finally!"
